chan2,chan3,chan7,chan11,label
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_35.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_35.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_35.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_35.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_36.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_36.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_36.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_36.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_37.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_37.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_37.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_37.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_38.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_38.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_38.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_38.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_39.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_39.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_39.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_39.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_4.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_4.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_4.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_4.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_40.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_40.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_40.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_40.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_41.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_41.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_41.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_41.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_42.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_42.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_42.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_42.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_43.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_43.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_43.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_43.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_44.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_44.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_44.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_44.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_45.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_45.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_45.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_45.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_46.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_46.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_46.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_46.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_47.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_47.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_47.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_47.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_48.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_48.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_48.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_48.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_49.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_49.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_49.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_49.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_5.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_5.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_5.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_5.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_50.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_50.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_50.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_50.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_51.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_51.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_51.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_51.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_52.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_52.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_52.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_52.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_53.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_53.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_53.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_53.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_54.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_54.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_54.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_54.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_55.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_55.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_55.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_55.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_56.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_56.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_56.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_56.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_57.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_57.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_57.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_57.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_58.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_58.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_58.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_58.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_59.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_59.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_59.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_59.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_6.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_6.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_6.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_6.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_60.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_60.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_60.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_60.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_61.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_61.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_61.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_61.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_62.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_62.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_62.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_62.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_63.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_63.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_63.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_63.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_64.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_64.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_64.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_64.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_65.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_65.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_65.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_65.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_66.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_66.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_66.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_66.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_67.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_67.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_67.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_67.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_68.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_68.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_68.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_68.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_69.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_69.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_69.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_69.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_7.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_7.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_7.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_7.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_70.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_70.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_70.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_70.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_71.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_71.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_71.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_71.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_72.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_72.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_72.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_72.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_73.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_73.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_73.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_73.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_74.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_74.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_74.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_74.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_75.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_75.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_75.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_75.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_76.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_76.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_76.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_76.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_77.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_77.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_77.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_77.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_78.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_78.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_78.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_78.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_79.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_79.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_79.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_79.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_8.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_8.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_8.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_8.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_80.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_80.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_80.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_80.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_81.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_81.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_81.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_81.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_82.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_82.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_82.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_82.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_83.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_83.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_83.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_83.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_84.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_84.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_84.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_84.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_85.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_85.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_85.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_85.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_86.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_86.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_86.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_86.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_87.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_87.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_87.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_87.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_88.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_88.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_88.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_88.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_89.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_89.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_89.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_89.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_9.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_9.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_9.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_9.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_90.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_90.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_90.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_90.png,rbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_91.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_91.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_91.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_91.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_92.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_92.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_92.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_92.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_93.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_93.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_93.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_93.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_94.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_94.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_94.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_94.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_95.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_95.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_95.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_95.png,wbc
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_96.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_96.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_96.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_96.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_97.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_97.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_97.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_97.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_98.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_98.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_98.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_98.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_0203p_02032021_306b_20_RBS_multiples_99.png,../prepare_data_source/revised_clusters/multi/chan3_0203p_02032021_306b_20_RBS_multiples_99.png,../prepare_data_source/revised_clusters/multi/chan7_0203p_02032021_306b_20_RBS_multiples_99.png,../prepare_data_source/revised_clusters/multi/chan11_0203p_02032021_306b_20_RBS_multiples_99.png,wbc
